time,open,high,low,close,vol
2014-04-14 00:00:00,1.6736900000000001,1.67375,1.67174,1.6728100000000001,3257
2014-04-14 04:00:00,1.6728100000000001,1.67416,1.67207,1.67355,3214
2014-04-14 08:00:00,1.67355,1.67435,1.67145,1.6719300000000001,9246
2014-04-14 12:00:00,1.6719300000000001,1.67334,1.6696499999999999,1.67298,11741
2014-04-14 16:00:00,1.67285,1.67432,1.67217,1.67233,9102
2014-04-14 20:00:00,1.6723400000000002,1.67319,1.67212,1.67238,3563
2014-04-15 00:00:00,1.6724299999999999,1.67301,1.67178,1.67219,2780
2014-04-15 04:00:00,1.67219,1.67221,1.6711200000000002,1.67156,3020
2014-04-15 08:00:00,1.67158,1.67309,1.666,1.67226,12162
2014-04-15 12:00:00,1.67226,1.67398,1.67131,1.67362,10561
2014-04-15 16:00:00,1.6735799999999998,1.67489,1.67127,1.67226,11822
2014-04-15 20:00:00,1.6722700000000001,1.67293,1.6717,1.6728399999999999,3910
2014-04-16 00:00:00,1.6728399999999999,1.67346,1.67214,1.6724700000000001,3677
2014-04-16 04:00:00,1.67245,1.6729699999999998,1.67199,1.67287,3461
2014-04-16 08:00:00,1.67286,1.68177,1.67249,1.67926,12477
2014-04-16 12:00:00,1.67926,1.68143,1.67816,1.6794,11471
2014-04-16 16:00:00,1.67938,1.68049,1.67861,1.68001,10373
2014-04-16 20:00:00,1.68001,1.6802700000000002,1.6787999999999998,1.67964,3228
2014-04-17 00:00:00,1.67962,1.68367,1.67946,1.68309,4211
2014-04-17 04:00:00,1.68309,1.6837,1.68263,1.683,3055
2014-04-17 08:00:00,1.68299,1.68417,1.68251,1.68282,8452
2014-04-17 12:00:00,1.68283,1.6829800000000001,1.6797900000000001,1.6815,9858
2014-04-17 16:00:00,1.6814900000000002,1.6814900000000002,1.67866,1.67931,9417
2014-04-17 20:00:00,1.67934,1.67973,1.6787,1.67923,3264
2014-04-18 00:00:00,1.6793,1.67934,1.67744,1.67858,5221
2014-04-18 04:00:00,1.67859,1.6795200000000001,1.67842,1.67908,3100
2014-04-18 08:00:00,1.67908,1.67937,1.67739,1.67786,3867
2014-04-18 12:00:00,1.6778,1.6801300000000001,1.67746,1.67967,3309
2014-04-18 16:00:00,1.6796799999999998,1.67971,1.6781899999999998,1.6786699999999999,2039
2014-04-18 20:00:00,1.67869,1.68003,1.67753,1.67886,1523
2014-04-21 00:00:00,1.6800899999999999,1.68022,1.67828,1.67917,4061
2014-04-21 04:00:00,1.67916,1.6807699999999999,1.6791,1.6806999999999999,2157
2014-04-21 08:00:00,1.6806999999999999,1.68184,1.6804700000000001,1.68049,2913
2014-04-21 12:00:00,1.68052,1.68087,1.67924,1.67963,3206
2014-04-21 16:00:00,1.67957,1.6804700000000001,1.67899,1.67962,3710
2014-04-21 20:00:00,1.67963,1.68011,1.67892,1.6793,2261
2014-04-22 00:00:00,1.6793,1.67957,1.67856,1.6793200000000001,2982
2014-04-22 04:00:00,1.67934,1.6798,1.67899,1.67978,2732
2014-04-22 08:00:00,1.67977,1.68282,1.67942,1.68269,9302
2014-04-22 12:00:00,1.6827,1.6839,1.68164,1.68242,9393
2014-04-22 16:00:00,1.68241,1.6835499999999999,1.68127,1.68268,8754
2014-04-22 20:00:00,1.68269,1.6829100000000001,1.68211,1.6823700000000001,3031
2014-04-23 00:00:00,1.68239,1.68302,1.68194,1.68276,3186
2014-04-23 04:00:00,1.6827999999999999,1.68357,1.6820300000000001,1.68262,3881
2014-04-23 08:00:00,1.6826699999999999,1.6832,1.67973,1.67984,13374
2014-04-23 12:00:00,1.67984,1.6803599999999999,1.67804,1.6788699999999999,8966
2014-04-23 16:00:00,1.6788699999999999,1.67992,1.6762299999999999,1.6768999999999998,10066
2014-04-23 20:00:00,1.6768999999999998,1.67832,1.67669,1.67795,3029
2014-04-24 00:00:00,1.67794,1.6788699999999999,1.6777199999999999,1.67856,2176
2014-04-24 04:00:00,1.67856,1.67901,1.67824,1.67863,2846
2014-04-24 08:00:00,1.67862,1.6806100000000002,1.6781000000000001,1.67935,10784
2014-04-24 12:00:00,1.67934,1.67977,1.6764999999999999,1.6792,11971
2014-04-24 16:00:00,1.6792,1.68055,1.67854,1.67929,9573
2014-04-24 20:00:00,1.67927,1.68033,1.67926,1.68011,2700
2014-04-25 00:00:00,1.68011,1.6811500000000001,1.67992,1.68035,3208
2014-04-25 04:00:00,1.68035,1.68092,1.68028,1.68042,2396
2014-04-25 08:00:00,1.68042,1.68295,1.67897,1.68163,8956
2014-04-25 12:00:00,1.68163,1.68224,1.68069,1.68202,8565
2014-04-25 16:00:00,1.68201,1.68201,1.67958,1.6799,6787
2014-04-25 20:00:00,1.6799,1.68045,1.6795,1.67977,2597
2014-04-28 00:00:00,1.68025,1.6806,1.6777199999999999,1.67893,3538
2014-04-28 04:00:00,1.67892,1.6794,1.67861,1.67876,2260
2014-04-28 08:00:00,1.67876,1.6854,1.67855,1.68519,12163
2014-04-28 12:00:00,1.6851699999999998,1.68574,1.68303,1.68327,10839
2014-04-28 16:00:00,1.68327,1.68344,1.6801,1.6804299999999999,9791
2014-04-28 20:00:00,1.68046,1.68132,1.68046,1.6808,3961
2014-04-29 00:00:00,1.68078,1.6817199999999999,1.6806,1.68114,2552
2014-04-29 04:00:00,1.68112,1.6816200000000001,1.6808,1.6813799999999999,2305
2014-04-29 08:00:00,1.68137,1.6846100000000002,1.67927,1.6810100000000001,11267
2014-04-29 12:00:00,1.68099,1.68358,1.68005,1.68292,11978
2014-04-29 16:00:00,1.68292,1.6846700000000001,1.6822,1.68241,10059
2014-04-29 20:00:00,1.68242,1.68308,1.6823000000000001,1.68261,3205
2014-04-30 00:00:00,1.68254,1.68288,1.6819199999999999,1.6823299999999999,2877
2014-04-30 04:00:00,1.68232,1.6828400000000001,1.68075,1.68102,3772
2014-04-30 08:00:00,1.6810100000000001,1.68254,1.68069,1.68168,10645
2014-04-30 12:00:00,1.68168,1.68682,1.6811,1.68545,13508
2014-04-30 16:00:00,1.68545,1.69006,1.6847699999999999,1.6871,10357
2014-04-30 20:00:00,1.6870699999999998,1.68887,1.68613,1.6874099999999999,5755
2014-05-01 00:00:00,1.68739,1.6877900000000001,1.68713,1.68753,2117
2014-05-01 04:00:00,1.68767,1.68803,1.68764,1.68767,555
2014-05-01 08:00:00,1.68773,1.6919499999999998,1.68767,1.6907999999999999,9074
2014-05-01 12:00:00,1.6907999999999999,1.69123,1.68756,1.68807,8641
2014-05-01 16:00:00,1.68799,1.69008,1.68784,1.68941,6176
2014-05-01 20:00:00,1.68941,1.68975,1.68844,1.6888100000000001,4124
2014-05-02 00:00:00,1.6888100000000001,1.6894900000000002,1.6881,1.68823,3206
