time,open,high,low,close,vol
2014-04-14 00:00:00,1319.59,1330.93,1318.77,1325.75,91792
2014-04-14 04:00:00,1325.71,1329.02,1325.18,1326.11,7367
2014-04-14 08:00:00,1326.11,1329.74,1324.43,1324.6,10127
2014-04-14 12:00:00,1324.6,1325.22,1318.67,1323.9,12322
2014-04-14 16:00:00,1323.85,1331.04,1323.67,1326.16,14636
2014-04-14 20:00:00,1326.16,1327.93,1324.72,1327.06,7244
2014-04-15 00:00:00,1326.3,1328.18,1285.08,1325.42,63567
2014-04-15 04:00:00,1325.4,1326.12,1318.95,1319.78,9146
2014-04-15 08:00:00,1319.75,1321.1,1307.31,1311.16,14641
2014-04-15 12:00:00,1311.16,1311.92,1284.61,1294.14,18541
2014-04-15 16:00:00,1294.12,1304.27,1293.16,1303.7,22722
2014-04-15 20:00:00,1303.71,1304.48,1299.56,1302.33,10453
2014-04-16 00:00:00,1302.97,1306.8,1293.36,1301.78,58598
2014-04-16 04:00:00,1301.75,1301.87,1295.63,1299.98,10774
2014-04-16 08:00:00,1300.01,1304.43,1293.49,1303.23,13765
2014-04-16 12:00:00,1303.13,1307.0,1297.73,1303.6,13583
2014-04-16 16:00:00,1303.68,1304.75,1297.72,1302.69,15468
2014-04-16 20:00:00,1302.68,1303.39,1301.04,1302.54,7119
2014-04-17 00:00:00,1301.82,1304.06,1293.02,1303.12,52243
2014-04-17 04:00:00,1303.12,1303.18,1299.56,1300.06,8564
2014-04-17 08:00:00,1300.06,1301.91,1296.46,1298.16,9786
2014-04-17 12:00:00,1298.15,1304.05,1296.9,1301.46,11244
2014-04-17 16:00:00,1301.45,1303.0,1295.0,1295.44,14006
2014-04-17 20:00:00,1295.44,1295.9,1293.08,1294.74,9782
2014-04-21 00:00:00,1295.03,1301.88,1281.74,1298.37,100444
2014-04-21 04:00:00,1298.27,1298.65,1281.82,1285.67,14040
2014-04-21 08:00:00,1285.67,1291.11,1284.22,1288.25,8927
2014-04-21 12:00:00,1288.29,1289.05,1282.9,1288.69,9037
2014-04-21 16:00:00,1288.69,1293.91,1284.83,1287.06,13135
2014-04-21 20:00:00,1287.08,1290.3,1286.9,1289.8,4503
2014-04-22 00:00:00,1289.99,1292.64,1276.06,1287.42,82725
2014-04-22 04:00:00,1287.44,1289.06,1285.79,1286.91,7219
2014-04-22 08:00:00,1286.89,1292.19,1286.7,1290.46,11115
2014-04-22 12:00:00,1290.46,1292.78,1288.09,1289.2,10524
2014-04-22 16:00:00,1289.2,1289.2,1277.42,1281.4,17045
2014-04-22 20:00:00,1281.39,1285.54,1280.33,1283.96,9077
