trade_id,trade_date,entry_hour,side,entry_time,exit_time,entry,exit,sl,tp,risk_distance,bars_in_trade,pnl,r_multiple,exit_reason,be_activated,mfe_r,mae_r,best_r,worst_r,orb_high,orb_low,atr_at_entry,adx_h1_at_entry,balance_after
1,2024-11-12,9,SELL,2024-11-12 09:25:00,2024-11-12 11:25:00,2600.18,2594.52,2618.347874866859,2574.744975186397,18.167874866859165,25,15.576945684287253,0.3115,timeout,False,0.5174,0.349,0.5174,0.349,2618.07,2603.41,2.7787486685864997,44.796238112066106,10015.576945684288
2,2024-11-13,10,SELL,2024-11-13 10:15:00,2024-11-13 10:30:00,2601.75,2607.971884057548,2607.971884057548,2593.039362319433,6.221884057547868,4,-50.077884728421445,-1.0,sl,False,0.1221,1.0608,0.1221,1.0608,2607.82,2603.51,1.5188405754754606,29.533233301673427,9965.499060955866
3,2024-11-14,9,SELL,2024-11-14 09:15:00,2024-11-14 11:15:00,2550.88,2551.88,2565.341877436427,2530.6333715890028,14.461877436426676,25,-3.445437532147347,-0.0691,timeout,False,0.0249,0.6126,0.0249,0.6126,2565.12,2551.81,2.2187743642678837,36.54586343925001,9962.053623423719
4,2024-11-26,9,SELL,2024-11-26 09:30:00,2024-11-26 11:30:00,2616.05,2623.15,2626.636161148267,2601.2293743924265,10.58616114826691,25,-33.407096177582275,-0.6707,timeout,False,0.4969,0.6896,0.4969,0.6896,2626.44,2617.81,1.961611482668675,46.77548264788843,9928.646527246137
5,2024-12-13,9,SELL,2024-12-13 09:30:00,2024-12-13 11:00:00,2682.64,2671.4889339112524,2690.605047206248,2671.4889339112524,7.965047206248073,19,69.50052569072409,1.4,tp,True,1.4677,0.2624,1.4677,0.2624,2690.44,2683.26,1.6504720624775036,28.88259070411759,9998.147052936862
6,2025-02-12,14,SELL,2025-02-12 14:30:00,2025-02-12 15:30:00,2882.61,2865.5108934154273,2894.8236475604094,2865.5108934154273,12.2136475604093,13,69.98702937055728,1.4,tp,False,1.5204,0.271,1.5204,0.271,2894.61,2883.46,2.136475604094449,35.00764995116477,10068.134082307419
7,2025-02-27,11,SELL,2025-02-27 11:40:00,2025-02-27 13:40:00,2888.13,2888.84,2898.7788031762843,2873.221675553202,10.648803176284218,25,-3.356421881455499,-0.0667,timeout,False,0.2169,0.6498,0.2169,0.6498,2898.42,2888.6,3.5880317628431397,36.871040863426174,10064.777660425963
8,2025-02-28,11,SELL,2025-02-28 11:45:00,2025-02-28 13:45:00,2860.98,2860.67,2867.210840138496,2852.2568238061053,6.230840138496205,25,2.5037402704770098,0.0498,timeout,False,0.3081,0.6243,0.3081,0.6243,2866.98,2861.72,2.308401384959815,45.747534048842525,10067.28140069644
9,2025-04-04,13,SELL,2025-04-04 13:25:00,2025-04-04 13:30:00,3095.18,3109.1463779811534,3109.1463779811534,3075.627070826385,13.966377981153528,2,-50.3364070034822,-1.0,sl,False,0.0236,1.3955,0.0236,1.3955,3108.75,3096.05,3.963779811534532,26.365409968726713,10016.944993692958
10,2025-04-07,9,SELL,2025-04-07 09:30:00,2025-04-07 11:30:00,3018.61,3023.55,3045.0099236533315,2981.6501068853363,26.39992365333137,25,-9.371941547755096,-0.1871,timeout,False,0.2004,0.4814,0.2004,0.4814,3044.44,3018.91,5.699236533313334,26.900582176831403,10007.573052145202
11,2025-04-23,9,SELL,2025-04-23 09:45:00,2025-04-23 11:45:00,3312.63,3317.65,3350.069272425284,3260.215018604603,37.43927242528389,25,-6.7092672302896394,-0.1341,timeout,False,0.5604,0.2102,0.5604,0.2102,3349.41,3315.86,6.592724252841525,39.27070472868572,10000.863784914913
12,2025-05-01,12,SELL,2025-05-01 12:55:00,2025-05-01 14:55:00,3220.48,3205.49,3239.026949285273,3194.5142710006176,18.546949285273058,25,40.414449252555286,0.8082,timeout,True,0.9204,0.3537,0.9204,0.3537,3238.73,3221.24,2.9694928527293754,31.790208734374293,10041.278234167468
13,2025-05-12,10,SELL,2025-05-12 10:05:00,2025-05-12 12:05:00,3254.47,3227.23,3284.084364456502,3213.009889760897,29.614364456502244,25,46.181038174983286,0.9198,timeout,True,1.2943,0.0588,1.2943,0.0588,3283.57,3268.49,5.143644565019927,38.52079973169524,10087.459272342452
14,2025-05-14,15,SELL,2025-05-14 15:00:00,2025-05-14 15:45:00,3220.09,3199.8327471751672,3234.559466303452,3199.8327471751672,14.469466303452009,10,70.61221490639748,1.4,tp,True,2.1252,0.161,2.1252,0.161,3234.25,3221.48,3.0946630345201793,26.835406982340004,10158.07148724885
15,2025-06-17,11,SELL,2025-06-17 11:10:00,2025-06-17 13:10:00,3385.19,3391.44,3396.501125051359,3369.3544249280976,11.311125051358886,25,-28.064381972188546,-0.5526,timeout,False,0.8337,0.5826,0.8337,0.5826,3396.19,3386.96,3.1112505135878745,26.302795678666712,10130.007105276662
16,2025-06-20,9,SELL,2025-06-20 09:45:00,2025-06-20 11:45:00,3340.81,3351.36,3357.9173243051405,3316.859745972803,17.107324305140537,25,-31.23561962537796,-0.6167,timeout,False,0.007,0.8464,0.007,0.8464,3357.62,3342.61,2.9732430514041384,26.371358672191327,10098.771485651283
17,2025-06-27,9,SELL,2025-06-27 09:40:00,2025-06-27 11:40:00,3287.47,3287.65,3301.2510695387,3268.1765026458197,13.781069538700194,25,-0.6595202434453501,-0.0131,timeout,False,0.4078,0.6052,0.4078,0.6052,3300.9,3289.16,3.510695386999298,28.0559959152098,10098.111965407837
18,2025-07-07,10,SELL,2025-07-07 10:50:00,2025-07-07 12:50:00,3304.06,3309.97,3315.344088818725,3288.262275653785,11.284088818725195,25,-26.44424493385949,-0.5237,timeout,False,0.3066,0.7701,0.3066,0.7701,3315.08,3305.11,2.6408881872531986,30.118165805681727,10071.667720473977
19,2025-07-09,9,SELL,2025-07-09 09:15:00,2025-07-09 11:15:00,3287.89,3286.83,3297.8895441933955,3273.890638129246,9.99954419339565,25,5.338227211772798,0.106,timeout,False,0.234,0.807,0.234,0.807,3297.65,3288.93,2.395441933953681,31.08777548321757,10077.00594768575
20,2025-07-24,9,SELL,2025-07-24 09:30:00,2025-07-24 11:30:00,3371.81,3373.87,3385.5208383965664,3352.614826244807,13.710838396566487,25,-7.570154228289402,-0.1502,timeout,False,0.4391,0.415,0.4391,0.415,3385.27,3374.38,2.5083839656663525,43.73813637405093,10069.43579345746
21,2025-07-25,10,SELL,2025-07-25 10:40:00,2025-07-25 12:40:00,3353.75,3347.17,3363.6006121951755,3339.9591429267543,9.850612195175472,25,33.63084761036473,0.668,timeout,True,1.0832,0.1665,1.0832,0.1665,3363.4,3355.25,2.0061219517539866,46.34384686164168,10103.066641067824
22,2025-07-28,11,SELL,2025-07-28 11:15:00,2025-07-28 13:15:00,3337.45,3337.27,3344.275748374145,3327.893952276196,6.825748374145405,25,1.332126453913004,0.0264,timeout,False,0.7618,0.4791,0.7618,0.4791,3344.05,3337.97,2.2574837414497004,40.52680374591721,10104.398767521738
23,2025-08-12,9,SELL,2025-08-12 09:50:00,2025-08-12 10:35:00,3347.13,3355.8958370614096,3355.8958370614096,3334.8578281140267,8.765837061409457,10,-50.52199383760869,-1.0,sl,False,0.4073,1.2469,0.4073,1.2469,3355.63,3348.48,2.6583706140941143,32.49277601040719,10053.87677368413
24,2025-10-22,11,SELL,2025-10-22 11:10:00,2025-10-22 11:20:00,4102.63,4102.63,4147.774576632308,4039.427592714769,45.14457663230769,3,0.0,0.0,breakeven,True,1.0311,0.2623,1.0311,0.2623,4146.84,4107.47,9.345766323079824,49.341777269600186,10053.87677368413
25,2025-10-28,9,SELL,2025-10-28 09:10:00,2025-10-28 11:10:00,3956.94,3921.79,3994.7381934611485,3904.022529154392,37.79819346114846,25,46.74744164138957,0.9299,timeout,True,0.9336,0.0799,0.9336,0.0799,3994.1,3959.29,6.381934611486673,38.22938958295705,10100.624215325519
26,2025-11-18,9,SELL,2025-11-18 09:25:00,2025-11-18 10:10:00,4003.67,4025.5663238670218,4025.5663238670218,3973.0151465861695,21.896323867021692,10,-50.50312107662759,-1.0,sl,False,0.2594,1.055,0.2594,1.055,4025.11,4007.61,4.563238670215615,51.374944126044994,10050.12109424889
27,2026-01-08,14,SELL,2026-01-08 14:15:00,2026-01-08 16:00:00,4412.3,4424.38,4438.182538240137,4376.064446463809,25.882538240136455,22,-23.45316013679457,-0.4667,timeout,False,0.1793,0.9164,0.1793,0.9164,4437.78,4415.67,4.025382401372573,32.956767698696325,10026.667934112096
28,2026-01-30,10,SELL,2026-01-30 10:35:00,2026-01-30 12:35:00,5077.74,5080.48,5244.188388387694,4844.712256257228,166.44838838769465,25,-0.8252729391249548,-0.0165,timeout,False,0.8139,0.3231,0.8139,0.3231,5241.45,5145.17,27.38388387694509,41.2972240511827,10025.842661172972
29,2026-02-05,14,SELL,2026-02-05 14:20:00,2026-02-05 16:00:00,4820.05,4825.63,4935.286825409646,4658.718444426497,115.23682540964546,21,-2.4273578281279975,-0.0484,timeout,False,0.1576,0.44,0.1576,0.44,4933.94,4826.62,13.468254096463118,34.17090413729599,10023.415303344844
30,2026-02-13,13,SELL,2026-02-13 13:25:00,2026-02-13 15:25:00,4938.79,4967.08,4987.144634208248,4871.093512108452,48.35463420824817,25,-29.321121292161084,-0.5851,timeout,False,0.0922,0.772,0.0922,0.772,4986.26,4944.67,8.846342082474766,32.568850972076056,9994.094182052682
